1.0225,0,0,-1.0007737,0.023617753,0.01434822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022852424,0.15173727,-0.00051122639,0.00030007192
0,1.0225,0,0.036125774,-1.0008067,-0.01202503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15168815,-0.0022713546,-0.0039024691,-8.8707826e-06
0,0,1.0225,-0.014413044,0.011712242,-0.99983127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038926003,-0.00057002166,-0.15163633,-0.00012297509
-1.0007737,0.036125774,-0.014413044,2.0255608,-0.059959751,-0.00038312257,-1.0003531,0.034972047,0.032583652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044588448,0.0014583198,-0.00014539291,0.0004055788
0.023617753,-1.0008067,0.011712242,-0.059959751,2.024809,0.0006633369,0.024921765,-1.0008838,-0.00066994386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015151746,0.0044818732,-1.9057345e-05,5.5030205e-06
0.01434822,-0.01202503,-0.99983127,-0.00038312257,0.0006633369,2.0225131,-0.032578606,0.00060853665,-0.99946952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010565682,2.4975656e-05,-0.0016851941,-0.0001326037
0,0,0,-1.0003531,0.024921765,-0.032578606,2.0248888,-0.059948015,-5.053087e-05,-1.0007429,0.037010063,0.016058942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004465752,0.0015351507,-0.00014580361,0.00039532829
0,0,0,0.034972047,-1.0008838,0.00060853665,-0.059948015,2.0254918,0.0012018392,0.02294263,-1.000869,0.0023575246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014338164,0.0044725861,-8.2260265e-05,1.8987382e-06
0,0,0,0.032583652,-0.00066994386,-0.99946952,-5.053087e-05,0.0012018392,2.0225014,-0.016072559,-0.0024690853,-0.99986688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018632747,-8.0753618e-05,-0.0016827173,-0.00013213456
0,0,0,0,0,0,-1.0007429,0.02294263,-0.016072559,2.024771,-0.05996044,5.3635609e-05,-1.0005092,0.024185032,0.027235826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044783628,0.0015206949,-0.00016622484,0.00032196148
0,0,0,0,0,0,0.037010063,-1.000869,-0.0024690853,-0.05996044,2.0256147,0.00070352573,0.035795284,-1.0008769,0.0022293105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014453862,0.0044572951,-0.00023230979,-1.60068e-06
0,0,0,0,0,0,0.016058942,0.0023575246,-0.99986688,5.3635609e-05,0.00070352573,2.0224972,-0.027210293,-0.0026128752,-0.99962449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001163934,-0.0001216723,-0.0016821157,-9.0411412e-05
0,0,0,0,0,0,0,0,0,-1.0005092,0.035795284,-0.027210293,2.0255403,-0.059952922,3.0180607e-05,-0.99956973,0.02656898,0.05139261,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044657296,0.0014267295,-0.0002154582,0.00019490269
0,0,0,0,0,0,0,0,0,0.024185032,-1.0008769,-0.0026128752,-0.059952922,2.0248462,0.001039328,0.033377533,-1.0008907,0.00041170027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015331543,0.0044632276,-0.00031028074,6.3734185e-06
0,0,0,0,0,0,0,0,0,0.027235826,0.0022293105,-0.99962449,3.0180607e-05,0.001039328,2.0224958,-0.051378546,-0.0008118899,-0.99867777,0,0,0,0,0,0,0,0,0,0,0,0,0.00017147688,-0.00016520873,-0.0016767899,-3.33403e-05
0,0,0,0,0,0,0,0,0,0,0,0,-0.99956973,0.033377533,-0.051378546,2.0253935,-0.059923096,-4.6143706e-05,-1.0007892,0.033380392,0.014260229,0,0,0,0,0,0,0,0,0,-0.0044546797,0.0014531195,-0.00031097685,-0.00015861864
0,0,0,0,0,0,0,0,0,0,0,0,0.02656898,-1.0008907,-0.0008118899,-0.059923096,2.0249888,0.0017641986,0.026608344,-1.0008776,0.0050762218,0,0,0,0,0,0,0,0,0,-0.0014947769,0.0044587571,-0.00043297613,2.1364625e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.05139261,0.00041170027,-0.99867777,-4.6143706e-05,0.0017641986,2.0224987,-0.014272417,-0.0052524666,-0.9998827,0,0,0,0,0,0,0,0,0,0.00028202596,-0.00024238043,-0.001664992,7.3364705e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0007892,0.026608344,-0.014272417,2.0124907,-0.059963465,0.00013433056,-1.0006463,0.021224403,-0.020599355,0,0,0,0,0,0,-0.0053829058,-0.049059689,0.0077804315,-0.00019700922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033380392,-1.0008776,-0.0052524666,-0.059963465,2.0128978,0.00064718585,0.038840617,-1.0008306,-0.0074077619,0,0,0,0,0,0,0.049745884,0.0052430204,0.00053881285,1.1097706e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014260229,0.0050762218,-0.9998827,0.00013433056,0.00064718585,2.0099946,0.020535613,0.0073658216,-0.99975664,0,0,0,0,0,0,-0.0011925194,0.0078452375,0.04885899,7.5877827e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0006463,0.038840617,0.020535613,2.0257234,-0.059959738,-0.00020566826,-0.99961631,0.011637399,-0.047166811,0,0,0,-0.0016400358,0.051035229,-0.0071861045,-0.00058786442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021224403,-1.0008306,0.0073658216,-0.059959738,2.0246666,-0.0003873233,0.049601329,-1.0003119,-0.028089826,0,0,0,-0.051584574,0.0026421048,-0.0013723676,1.4290765e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020599355,-0.0074077619,-0.99975664,-0.00020566826,-0.0003873233,2.0224925,0.046606898,0.028771776,-0.99845544,0,0,0,0.0008891618,-0.0071350052,-0.051185436,0.00021355981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99961631,0.049601329,0.046606898,2.0263653,-0.059908768,-0.00077948993,-0.99975088,0.023362665,-0.047401993,-0.0044197226,0.0014313143,-0.00020314695,-0.00056095612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011637399,-1.0003119,0.028771776,-0.059908768,2.0240871,-0.0011776494,0.036746237,-1.0008658,-0.0040628964,-0.001518809,0.0044780969,-0.00058789991,2.0610028e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047166811,-0.028089826,-0.99845544,-0.00077948993,-0.0011776494,2.022427,0.047371739,0.0041559283,-0.99886232,-0.00020853913,-2.9574813e-05,-0.0017010428,0.00019190066
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99975088,0.036746237,0.047371739,1.0030962,-0.059938024,-7.6957867e-05,-0.012340112,-0.14980934,0.0066566419,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023362665,-1.0008658,0.0041559283,-0.059938024,1.0022955,-0.001192223,0.15032442,0.001036229,-0.0022122709,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047401993,-0.0040628964,-0.99886232,-7.6957867e-05,-0.001192223,0.9999894,0.0017867237,0.006527852,0.14984587,0
0.0022852424,-0.15168815,0.0038926003,-0.0044588448,-0.0015151746,0.00010565682,-0.004465752,-0.0014338164,0.00018632747,-0.0044783628,-0.0014453862,0.0001163934,-0.0044657296,-0.0015331543,0.00017147688,-0.0044546797,-0.0014947769,0.00028202596,-0.0053829058,0.049745884,-0.0011925194,-0.0016400358,-0.051584574,0.0008891618,-0.0044197226,-0.001518809,-0.00020853913,-0.012340112,0.15032442,0.0017867237,0.19128161,0.0056967426,-0.00043447305,-6.8254691e-06
0.15173727,-0.0022713546,-0.00057002166,0.0014583198,0.0044818732,2.4975656e-05,0.0015351507,0.0044725861,-8.0753618e-05,0.0015206949,0.0044572951,-0.0001216723,0.0014267295,0.0044632276,-0.00016520873,0.0014531195,0.0044587571,-0.00024238043,-0.049059689,0.0052430204,0.0078452375,0.051035229,0.0026421048,-0.0071350052,0.0014313143,0.0044780969,-2.9574813e-05,-0.14980934,0.001036229,0.006527852,0.0056967426,0.19114848,8.0159002e-05,1.0631741e-05
